title,organization,opportunity_type,category,country,location,work_mode,compensation,posted_date,deadline,source,source_url,summary
"National Project Coordinator, TRIANGLE Partnerships, Vientiane, Lao PDR","s, Kuala Lumpur, Malaysia ILO - International Labour Organization",Jobs,Legal & Policy,Lao PDR,"Vientiane, Lao PDR",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784675688292,"National Project Coordinator, TRIANGLE Partnerships, Vientiane, Lao PDR is an opportunity with s, Kuala Lumpur, Malaysia ILO - International Labour Organization. National Project Coordinator, TRIANGLE Partnerships, Vientiane, Lao PDR. s, Kuala Lumpur, Malaysia ILO - International Labour Organization. nt, TRIANGLE Partnerships, Kuala Lumpur, Malaysia ILO - International Labour Organization Updated: 2026-07-22T04:41:47Z..."
"PBO Strategic Planning Consultant (National), Liberia",ria UNDP - United Nations Development Programme,Tenders / Consultancies,Legal & Policy,Liberia,Liberia,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679158165,"PBO Strategic Planning Consultant (National), Liberia is an opportunity with ria UNDP - United Nations Development Programme. PBO Strategic Planning Consultant (National), Liberia. ria UNDP - United Nations Development Programme. rip irrigation) to establish 3 VBUs, Zimbabwe UNDP - United Nations Development Programme Updated: 2026-07-22T04:05:20Z PBO Strategic Planning Consultant (National), Liberia UNDP - United Nations..."
"Country Team Coordinator - Central Mediterranean Route Programme (Libya) Child Protection & Education section 13 months Remote with travel (open for National consultants only), Tripoli, Libya","oute Programme (Libya) Child Protection & Education section 13 months Remote with travel (open for National consultants only), Tripoli, Libya UNICEF - United Nations Children's Fund",Tenders / Consultancies,Education,Libya,"Tripoli, Libya",Remote,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679374922,"Country Team Coordinator - Central Mediterranean Route Programme (Libya) Child Protection & Education section 13 months Remote with travel (open for National consultants only), Tripoli, Libya is an opportunity with oute Programme (Libya) Child Protection & Education section 13 months Remote with travel (open for National consultants only), Tripoli, Libya UNICEF - United Nations Children's Fund. Country Team Coordinator -..."
"National Project Coordinator, TRIANGLE Partnerships, Kuala Lumpur, Malaysia","s, Kuala Lumpur, Malaysia ILO - International Labour Organization",Jobs,Legal & Policy,Malaysia,"Kuala Lumpur, Malaysia",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784675676648,"National Project Coordinator, TRIANGLE Partnerships, Kuala Lumpur, Malaysia is an opportunity with s, Kuala Lumpur, Malaysia ILO - International Labour Organization. National Project Coordinator, TRIANGLE Partnerships, Kuala Lumpur, Malaysia. s, Kuala Lumpur, Malaysia ILO - International Labour Organization. nt, TRIANGLE Partnerships, Kuala Lumpur, Malaysia ILO - International Labour Organization Updated..."
"Finance and Administrative Assistant, TRIANGLE Partnerships, Kuala Lumpur, Malaysia","tnerships, Kuala Lumpur, Malaysia ILO - International Labour Organization",Jobs,Information Technology,Malaysia,"Kuala Lumpur, Malaysia",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784675668792,"Finance and Administrative Assistant, TRIANGLE Partnerships, Kuala Lumpur, Malaysia is an opportunity with tnerships, Kuala Lumpur, Malaysia ILO - International Labour Organization. Finance and Administrative Assistant, TRIANGLE Partnerships, Kuala Lumpur, Malaysia. tnerships, Kuala Lumpur, Malaysia ILO - International Labour Organization. digital transformation, AI and business analysis , Frankfurt ECB - European Central..."
"Appel à collaborateur extérieur - Relecture des textes législatifs et réglementaires du FAFPA - Global Skills Programme (GSP) Mali., Mali","xtes législatifs et réglementaires du FAFPA - Global Skills Programme (GSP) Mali., Mali ILO - International Labour Organization",Jobs,Information Technology,Mali,Mali,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679043329,"Appel à collaborateur extérieur - Relecture des textes législatifs et réglementaires du FAFPA - Global Skills Programme (GSP) Mali., Mali is an opportunity with xtes législatifs et réglementaires du FAFPA - Global Skills Programme (GSP) Mali., Mali ILO - International Labour Organization. Appel à collaborateur extérieur - Relecture des textes législatifs et réglementaires du FAFPA - Global Skills Programme (GSP) Mali..."
"SDG Consultant, Montenegro",UNDP - United Nations Development Programme,Tenders / Consultancies,Education,Montenegro,Montenegro,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678888142,"SDG Consultant, Montenegro is an opportunity with UNDP - United Nations Development Programme. SDG Consultant, Montenegro. UNDP - United Nations Development Programme. e Study and Implementation Support, Sri Lanka UNDP - United Nations Development Programme Updated: 2026-07-22T04:12:20Z SDG Consultant, Montenegro UNDP - United Nations Development Programme Updated: 2026-07-22T04:12:01Z Call for External Collaborator -..."
"Data Governance and Evidence-Based Policymaking Capacity Development Consultant, Montenegro","pacity Development Consultant, Montenegro UNDP - United Nations Development Programme",Tenders / Consultancies,Information Technology,Montenegro,Montenegro,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679105192,"Data Governance and Evidence-Based Policymaking Capacity Development Consultant, Montenegro is an opportunity with pacity Development Consultant, Montenegro UNDP - United Nations Development Programme. Data Governance and Evidence-Based Policymaking Capacity Development Consultant, Montenegro. pacity Development Consultant, Montenegro UNDP - United Nations Development Programme. dels for the SLI in Moldova, Moldova..."
"Consultor a para el fortalecimiento de las pol&, Managua, Nicaragua","anagua, Nicaragua UNICEF - United Nations Children's Fund",Tenders / Consultancies,Legal & Policy,Nicaragua,"Managua, Nicaragua",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679405814,"Consultor a para el fortalecimiento de las pol&, Managua, Nicaragua is an opportunity with anagua, Nicaragua UNICEF - United Nations Children's Fund. Consultor a para el fortalecimiento de las pol&, Managua, Nicaragua. anagua, Nicaragua UNICEF - United Nations Children's Fund. O-3 Temporary Position 10 months, Baidoa, Somalia UNICEF - United Nations Children's Fund Updated: 2026-07-22T04:00:20Z Consultor a para el..."
"Driver (FTC), Sokoto, Nigeria",Plan International,Internships,Education,Nigeria,"Sokoto, Nigeria",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784648258302,"Driver (FTC), Sokoto, Nigeria is an opportunity with Plan International. Driver (FTC), Sokoto, Nigeria. Plan International. FTC), Kano, Nigeria Plan International Updated: 2026-07-22T06:13:22Z (adsbygoogle = window.adsbygoogle || []).push({}); Driver (FTC), Sokoto, Nigeria Plan International Updated: 2026-07-22T06:11:13Z Consultant - Community Manager on Disability-Inclusive Education, Dakar, Senegal UNESCO - United..."
"Project Coordinator (FTC), Kano, Nigeria",Plan International,Tenders / Consultancies,Health,Nigeria,"Kano, Nigeria",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784648222884,"Project Coordinator (FTC), Kano, Nigeria is an opportunity with Plan International. Project Coordinator (FTC), Kano, Nigeria. Plan International. tant - Health Insurance and Administration - based in Luxembourg European Investment Bank Updated: 2026-07-22T06:22:02Z Project Coordinator (FTC), Kano, Nigeria Plan International Updated: 2026-07-22T06:13:22Z (adsbygoogle = window.adsbygoogle || []).push({}); Driver (FTC)..."
"Request for Expressions of Interest (REOI): Consultant to Facilitate the Capacity-Building and Validation Workshop on Work-Based Learning and Apprenticeship in Nigeria, Nigeria","tant to Facilitate the Capacity-Building and Validation Workshop on Work-Based Learning and Apprenticeship in Nigeria, Nigeria ILO - International Labour Organization",Tenders / Consultancies,Education,Nigeria,Nigeria,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678736185,"Request for Expressions of Interest (REOI): Consultant to Facilitate the Capacity-Building and Validation Workshop on Work-Based Learning and Apprenticeship in Nigeria, Nigeria is an opportunity with tant to Facilitate the Capacity-Building and Validation Workshop on Work-Based Learning and Apprenticeship in Nigeria, Nigeria ILO - International Labour Organization. Request for Expressions of Interest (REOI): Consultant to..."
"Excoll - Diagnostic Assessment of Digital Employment, Digital Labour Platforms and Artificial Intelligence in Pakistan, Pakistan","nt, Digital Labour Platforms and Artificial Intelligence in Pakistan, Pakistan ILO - International Labour Organization",Tenders / Consultancies,Education,Pakistan,"Digital Labour Platforms and Artificial Intelligence in Pakistan, Pakistan",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679290691,"Excoll - Diagnostic Assessment of Digital Employment, Digital Labour Platforms and Artificial Intelligence in Pakistan, Pakistan is an opportunity with nt, Digital Labour Platforms and Artificial Intelligence in Pakistan, Pakistan ILO - International Labour Organization. Excoll - Diagnostic Assessment of Digital Employment, Digital Labour Platforms and Artificial Intelligence in Pakistan, Pakistan. nt, Digital Labour..."
"UNDP-IC-2026-177: Legal Advisor NCHR Punjab, Pakistan",tan UNDP - United Nations Development Programme,Tenders / Consultancies,Legal & Policy,Pakistan,Pakistan,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678999230,"UNDP-IC-2026-177: Legal Advisor NCHR Punjab, Pakistan is an opportunity with tan UNDP - United Nations Development Programme. UNDP-IC-2026-177: Legal Advisor NCHR Punjab, Pakistan. tan UNDP - United Nations Development Programme. 203 Next > Last » Gender/Safeguards, Suriname UNDP - United Nations Development Programme Updated: 2026-07-22T04:09:24Z UNDP-IC-2026-177: Legal Advisor NCHR Punjab, Pakistan UNDP - United Nations..."
"Technical Assistant, Mandaluyong City, Philippines",FAO - Food and Agriculture Organization of the United Nations,Jobs,Agriculture,Philippines,"Mandaluyong City, Philippines",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784677142451,"Technical Assistant, Mandaluyong City, Philippines is an opportunity with FAO - Food and Agriculture Organization of the United Nations. Technical Assistant, Mandaluyong City, Philippines. FAO - Food and Agriculture Organization of the United Nations. liation), Budapest, Hungary FAO - Food and Agriculture Organization of the United Nations Updated: 2026-07-22T04:25:18Z Technical Assistant, Mandaluyong City, Philippines FAO..."
"CONSULTANCY - Effectiveness Index Consultant - SSA-2026-PFPO- 2, Home based, Remote","-2026-PFPO- 2, Home based, Remote WMO - World Meteorological Organization",Tenders / Consultancies,Agriculture,Remote,"Home based, Remote",Remote,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784662008815,"CONSULTANCY - Effectiveness Index Consultant - SSA-2026-PFPO- 2, Home based, Remote is an opportunity with -2026-PFPO- 2, Home based, Remote WMO - World Meteorological Organization. CONSULTANCY - Effectiveness Index Consultant - SSA-2026-PFPO- 2, Home based, Remote. -2026-PFPO- 2, Home based, Remote WMO - World Meteorological Organization. V Netherlands Development Organisation Updated: 2026-07-22T05:24:31Z (adsbygoogle =..."
Senior/Principal Operational Assistant - Health Insurance and Administration - based in Luxembourg,surance and Administration - based in Luxembourg European Investment Bank,Tenders / Consultancies,Health,Remote,Global/International,Remote,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784643987475,Senior/Principal Operational Assistant - Health Insurance and Administration - based in Luxembourg is an opportunity with surance and Administration - based in Luxembourg European Investment Bank. Senior/Principal Operational Assistant - Health Insurance and Administration - based in Luxembourg. surance and Administration - based in Luxembourg European Investment Bank. on Vacancies with UN and other international...
"CONSULTANCY - Climate Finance Subject Matter Expert and Content Developer SSA-2026-CRI-SSCD-2, Home based, Remote","t and Content Developer SSA-2026-CRI-SSCD-2, Home based, Remote WMO - World Meteorological Organization",Tenders / Consultancies,Agriculture,Remote,"Home based, Remote",Remote,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784662023109,"CONSULTANCY - Climate Finance Subject Matter Expert and Content Developer SSA-2026-CRI-SSCD-2, Home based, Remote is an opportunity with t and Content Developer SSA-2026-CRI-SSCD-2, Home based, Remote WMO - World Meteorological Organization. CONSULTANCY - Climate Finance Subject Matter Expert and Content Developer SSA-2026-CRI-SSCD-2, Home based, Remote. t and Content Developer SSA-2026-CRI-SSCD-2, Home based, Remote WMO -..."
"Call for External Collaborator - Update and operationalize risk assessment models for the SLI in Moldova, Moldova, Republic of","ionalize risk assessment models for the SLI in Moldova, Moldova, Republic of ILO - International Labour Organization",Tenders / Consultancies,Information Technology,Republic of,"Moldova, Republic of",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679086078,"Call for External Collaborator - Update and operationalize risk assessment models for the SLI in Moldova, Moldova, Republic of is an opportunity with ionalize risk assessment models for the SLI in Moldova, Moldova, Republic of ILO - International Labour Organization. Call for External Collaborator - Update and operationalize risk assessment models for the SLI in Moldova, Moldova, Republic of. ionalize risk assessment..."
