id,name,url,source_group,opportunity_types,countries_covered,sectors,access_method,automation_priority,review_frequency,notes
saint-vincent-and-the-grenadines-google-health-job-board-search-public-health-jobs,Google / health job-board search,https://www.google.com/search?q=public+health+jobs+in+Saint+Vincent+and+the+Grenadines,Public health jobs,"Public health, health systems and global health roles",Saint Vincent and the Grenadines,Public health jobs,Search link/manual review,Medium,Weekly,"Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: public health jobs in Saint Vincent and the Grenadines. Also try health systems, epidemiology, implementation science. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx."
saint-vincent-and-the-grenadines-google-education-job-board-search-education-research-jobs,Google / education job-board search,https://www.google.com/search?q=education+research+jobs+in+Saint+Vincent+and+the+Grenadines,Education research jobs,"Education research, policy, evaluation and programme roles",Saint Vincent and the Grenadines,Education research jobs,Search link/manual review,Medium,Weekly,"Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: education research jobs in Saint Vincent and the Grenadines. Also try learning outcomes, EdTech, education policy, impact evaluation. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx."
saint-vincent-and-the-grenadines-government-websites-via-google-search-official-government,Government websites via Google search,https://www.google.com/search?q=site%3A.gov+Saint+Vincent+and+the+Grenadines+jobs+public+service+commission,Official government jobs search,Government jobs and public service vacancies,Saint Vincent and the Grenadines,Official government jobs search,Search link/manual review,High,Weekly,"Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: site:.gov Saint Vincent and the Grenadines jobs public service commission. For countries without .gov, use the country-code government domain or search official portal names. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx."
saint-vincent-and-the-grenadines-organisation-websites-via-google-search-ngo-website-searc,Organisation websites via Google search,https://www.google.com/search?q=site%3A.org+Saint+Vincent+and+the+Grenadines+NGO+jobs,NGO website search,NGO vacancies on .org websites,Saint Vincent and the Grenadines,NGO website search,Search link/manual review,Low,Weekly,Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: site:.org Saint Vincent and the Grenadines NGO jobs. Useful for finding NGO vacancies directly on organisation websites. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx.
saint-vincent-and-the-grenadines-linkedin-jobs-linkedin-consultant-jobs,LinkedIn Jobs,https://www.google.com/search?q=site%3Alinkedin.com%2Fjobs+Saint+Vincent+and+the+Grenadines+consultant,LinkedIn consultant jobs,Consultant jobs on LinkedIn,Saint Vincent and the Grenadines,LinkedIn consultant jobs,Search link/manual review,Medium,Weekly,Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: site:linkedin.com/jobs Saint Vincent and the Grenadines consultant. Use LinkedIn filters after opening results. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx.
saint-vincent-and-the-grenadines-reliefweb-jobs-reliefweb-country-search,ReliefWeb Jobs,https://www.google.com/search?q=site%3Areliefweb.int%2Fjobs+Saint+Vincent+and+the+Grenadines,ReliefWeb country search,Humanitarian and development vacancies by country,Saint Vincent and the Grenadines,ReliefWeb country search,Search link/manual review,High,Weekly,Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: site:reliefweb.int/jobs Saint Vincent and the Grenadines. Open ReliefWeb and filter by country and closing date. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx.
saint-vincent-and-the-grenadines-impactpool-impactpool-country-search,Impactpool,https://www.google.com/search?q=site%3Aimpactpool.org+Saint+Vincent+and+the+Grenadines,Impactpool country search,"UN, NGO, EU and international organisation vacancies by country",Saint Vincent and the Grenadines,Impactpool country search,Search link/manual review,High,Weekly,Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: site:impactpool.org Saint Vincent and the Grenadines. Open Impactpool and filter by location/organisation. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx.
saint-vincent-and-the-grenadines-global-remote-search-remote-evidence-synthesis-consulting,Global remote search,https://www.google.com/search?q=remote+evidence+synthesis+consultant+Saint+Vincent+and+the+Grenadines,Remote evidence synthesis consulting,Remote evidence synthesis and systematic review consulting,Saint Vincent and the Grenadines,Remote evidence synthesis consulting,Search link/manual review,Medium,Weekly,"Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: remote evidence synthesis consultant Saint Vincent and the Grenadines. Country name may help with eligibility, but many roles are location-independent. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx."
samoa-google-jobs-general-web-search-general-all-sector-jobs,Google Jobs / general web search,https://www.google.com/search?q=jobs+in+Samoa,General all-sector jobs,All-sector job listings,Samoa,General all-sector jobs,Search link/manual review,Medium,Weekly,"Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: jobs in Samoa. Use broad search first, then filter by sector, location, date and employer. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx."
samoa-google-ngo-job-board-search-ngo-jobs,Google / NGO job-board search,https://www.google.com/search?q=NGO+jobs+in+Samoa,NGO jobs,NGO and civil society jobs,Samoa,NGO jobs,Search link/manual review,Medium,Weekly,Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: NGO jobs in Samoa. Good for NGOs and civil society organisations. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx.
samoa-google-professional-job-board-search-consultancy-jobs,Google / professional job-board search,https://www.google.com/search?q=consultant+jobs+in+Samoa,Consultancy jobs,Consultant and consultancy opportunities,Samoa,Consultancy jobs,Search link/manual review,Medium,Weekly,Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: consultant jobs in Samoa. Good for short-term consulting assignments. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx.
samoa-google-research-job-board-search-research-consultancy-jobs,Google / research job-board search,https://www.google.com/search?q=research+consultant+jobs+in+Samoa,Research consultancy jobs,Research consultant roles and project consultancies,Samoa,Research consultancy jobs,Search link/manual review,Medium,Weekly,"Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: research consultant jobs in Samoa. Useful for evidence synthesis, evaluation, health, education and policy roles. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx."
samoa-google-m-and-e-job-board-search-monitoring-and-evaluation-jobs,Google / M&E job-board search,https://www.google.com/search?q=monitoring+evaluation+jobs+in+Samoa,Monitoring and evaluation jobs,"Monitoring, evaluation, learning and impact roles",Samoa,Monitoring and evaluation jobs,Search link/manual review,Medium,Weekly,"Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: monitoring evaluation jobs in Samoa. Also try MEL, MERL, MEAL and impact evaluation. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx."
samoa-google-policy-job-board-search-climate-policy-jobs,Google / policy job-board search,https://www.google.com/search?q=climate+policy+jobs+in+Samoa,Climate policy jobs,"Climate, environment, energy and policy roles",Samoa,Climate policy jobs,Search link/manual review,Medium,Weekly,"Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: climate policy jobs in Samoa. Also try climate change, environment, renewable energy, adaptation, resilience. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx."
samoa-google-health-job-board-search-public-health-jobs,Google / health job-board search,https://www.google.com/search?q=public+health+jobs+in+Samoa,Public health jobs,"Public health, health systems and global health roles",Samoa,Public health jobs,Search link/manual review,Medium,Weekly,"Section: Part 6 - recommended country searches. Verification: Search performed as reusable query link. Recommended query: public health jobs in Samoa. Also try health systems, epidemiology, implementation science. Imported from global_country_jobs_institutions_directory_final_deduplicated.xlsx."
